Pur,Ch,Dm,Adr,Pos,U#,Type,Load,Acc,Clr,Gbo,Gsiz,Ckt,C#,Cbl,DtaC,Mk,Sys,RAM,DMX,CAT,L620,SGP,CT,VT,Mod,DPF,HC,MD,FIBR,IRN,PCon,T1,ADPT,OCH,IP,NFN,NF,HFC,Print,SLXN,FCAN,Scy,L/R,U/D,Nt,US,DS,SR,SL,Top,Bot,Foc,Ax,Bm,Layer,Legend,Class,XCord,YCord,ZCord,Rot,VWFcPt,LtOrd,LW,Ext,Sym,Plt,Univ,DMX,Phs,PosOrd,WkStat,DTyp,ClrFm,When,Pos & U#,Type & Acc,Type & Load,Type & Acc & Load,Ckt & C#,Clr & Gbo,Flgs,DxQ,Wt,Typ Sym,Lbl Lgnd,LtPlt,Acc Wt,Prof,Pur Nt,Ch Nt,Dm Nt,Adr Nt,Pos Nt,U# Nt,Type Nt,Load Nt,Acc Nt,Clr Nt,Gbo Nt,Gsiz Nt,Ckt Nt,C# Nt,Cbl Nt,DtaC Nt,Mk Nt,Sys Nt,RAM Nt,DMX Nt,CAT Nt,L620 Nt,SGP Nt,CT Nt,VT Nt,Mod Nt,DPF Nt,HC Nt,MD Nt,FIBR Nt,IRN Nt,PCon Nt,T1 Nt,ADPT Nt,OCH Nt,IP Nt,NFN Nt,NF Nt,HFC Nt,Print Nt,SLXN Nt,FCAN Nt,Scy Nt,L/R Nt,U/D Nt,Nt Nt,Ct1 Nt
C CC,64,P326,5/193,1 Electric,13,S4 LED-36,171,,R119,,,3E,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,,,,C,,CL,+12,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"1'-3""",3',0',180°,,19,76D6F6:6420:28:21:Vecto,1055.1.1.0.0,S4 LED-36 Short,Yes,5,193,,10,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #13,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3E-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARE,462,P326,5/135,1 Electric,13a,S4 LED-19,171,,R119,,,3E,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,NO,,,SPARE,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main,None,0',3',0',180°,,20,1CE8FA:835:1D:1B:Vecto,1840.1.1.0.0,S4 LED-19 Short,Yes,5,135,,10,,Moving Light,,11/10/21 at 5:10 PM - Beam  by me,1 Electric #13a,S4 LED-19,S4 LED-19 171w,S4 LED-19 171w,3E-2,R119,,,,S4 LED-19 Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,14,155,1/155,1 Electric,14,S4-36,750,,R119,,,1M,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C,,CL,+12,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-1'-3""",3',0',180°,,21,63783A:6406:28:21:Vecto,1056.1.1.0.0,S4-36 750w-Short,Yes,1,155,,10,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #14,S4-36,S4-36 750w,S4-36 750w,1M-5,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worklight,802,S20,1/508,1 Electric,14w,Altman LED,,,,,,WL3,1,,,,A,,,,,5',,,,,,,,,,,2-Fer,,,,,NO,,,,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main Tight,None,"-2'-1""",3',0',,,22,11AF73:F759:22:2E:Ronal,2057.1.1.0.0,Worklight,Yes,1,508,,10,,Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #14w,Altman LED,Altman LED,Altman LED,WL3-1,,,,,Worklight,GS Main Tight,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L >,134,P331,5/203,1 Electric,15,Encore WRM,596,,R119,,,3F,1,,,,A,,5',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,L,,20L,+12,ZM 36,,,,,C/T top of doors,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"-3'-9""",3',0',-90°,,23,92CFE6:542A:39:35:Vecto,1929.1.1.0.0,Martin MAC Encore Performance WRM,Yes,5,203,,10,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #15,Encore WRM,Encore WRM 596w,Encore WRM 596w,3F-1,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC CC,65,P332,5/241,1 Electric,16,S4 LED-36,171,,R119,,,3F,2,,,,A,,15',,,,,,,,,"Direct, Strobe, Fan",,,15',,ML6-FPC,,,,,,,,RC,,7R,+12,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-5'-3""",3',0',180°,,24,1F1791:64A1:28:21:Vecto,1093.1.1.0.0,S4 LED-36 Short,Yes,5,241,,10,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #16,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3F-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC,15,156,1/156,1 Electric,17,S4-36,750,,R119,,,1N,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,RC,,7R,+12,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-6'-3""",3',0',180°,,25,22CE57:646D:28:21:Vecto,1094.1.1.0.0,S4-36 750w-Short,Yes,1,156,,10,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #17,S4-36,S4-36 750w,S4-36 750w,1N-1,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARE,622,P332,5/251,1 Electric,18,S4 LED-26,171,,R119,,,3F,2,,,,A,,15',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,NO,,,SPARE,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main,None,"-7'-6""",3',0',180°,,26,2BB3DE:86F:1D:1B:Vecto,1838.1.1.0.0,S4 LED-26 Short,Yes,5,251,,10,,Moving Light,Source 4 19° to 50°,11/10/21 at 5:21 PM - Purp  by me,1 Electric #18,S4 LED-26,S4 LED-26 171w,S4 LED-26 171w,3F-2,R119,,10,38 lbs,S4 LED-26 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC >,133,P333,5/261,1 Electric,19,Encore WRM,596,,R119,,,3F,3,,,,A,,10',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,LC,,10L,+12,ZM 36,,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"-9'-9""",3',0',-90°,,27,962DE:545E:39:35:Vecto,1927.1.1.0.0,Martin MAC Encore Performance WRM,Yes,5,261,,10,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #19,Encore WRM,Encore WRM 596w,Encore WRM 596w,3F-3,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R CC,66,P332,5/299,1 Electric,20,S4 LED-36,171,,R119,,,3F,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,R,,14R,+12,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-11'-3""",3',0',180°,,28,4B9093:6641:28:22:Vecto,1095.1.1.0.0,S4 LED-36 Short,Yes,5,299,,10,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #20,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3F-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,16,157,1/157,1 Electric,21,S4-36,750,,R119,,,1N,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,14R,+12,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-12'-3""",3',0',180°,,29,92BC66:65F3:28:22:Vecto,1096.1.1.0.0,S4-36 750w-Short,Yes,1,157,,10,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #21,S4-36,S4-36 750w,S4-36 750w,1N-2,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< SR Wall,341,158,1/158,1 Electric,22,PAR 64 WFL,1000,"9"" Dropdown",NC,,,1N,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WALL,,,,Top of beam lands at top of top-most gunrack (DSR-most),,,,,,,Not,Vertical,,[GP] LX-Overstage,GS Main Tight-Side Purpose,None,"-13'-6""",3',0',90°,,30,76198:7A4:1D:1B:Vecto,1853.1.1.0.0,PAR 64 WFL,Yes,1,158,,10,,Light,PAR 64,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #22,"PAR 64 WFL+9"" Dropdown",PAR 64 WFL 1kW,"PAR 64 WFL+9"" Dropdown 1kW",1N-3,NC,,1,18 lbs,PAR 64 WFL,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C >,132,P334,5/309,1 Electric,23,Encore WRM,596,,R119,,,3F,4,,,,A,,10',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,C,,CL,+12,ZM 36,,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"-16'-6""",3',0',-90°,,31,1DE507:5492:39:35:Vecto,1925.1.1.0.0,Martin MAC Encore Performance WRM,Yes,5,309,,10,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #23,Encore WRM,Encore WRM 596w,Encore WRM 596w,3F-4,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR CC,67,P332,5/347,1 Electric,24,S4 LED-36,171,,R119,,,3F,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,,,,WR,,21R,+12,,,,C/O Wall,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,-18',3',0',180°,,32,572BF3:66DD:28:22:Vecto,1097.1.1.0.0,S4 LED-36 Short,Yes,5,347,,10,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #24,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3F-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,17,159,1/159,1 Electric,25,S4-36,750,,R119,,,1N,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WR,,21R,+12,,,,C/O Wall,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,-19',3',0',180°,,33,398521:668F:28:22:Vecto,1098.1.1.0.0,S4-36 750w-Short,Yes,1,159,,10,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #25,S4-36,S4-36 750w,S4-36 750w,1N-4,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC >,131,P335,5/357,1 Electric,26,Encore WRM,596,,R119,,,3F,5,,,,A,,5',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,RC,,10R,+12,ZM 36,,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,-21',3',0',-90°,,34,FD565:54C6:39:35:Vecto,1923.1.1.0.0,Martin MAC Encore Performance WRM,Yes,5,357,,10,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,1 Electric #26,Encore WRM,Encore WRM 596w,Encore WRM 596w,3F-5,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,2 Electric,,,,,,,,WL4,2,,,,A,,,,,125',,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,1,77B244:F895:35:36:Ronal,,,No,,,,11,,Light,,10/18/21 at 8:44 PM - HFC  by me,2 Electric #,,,,WL4-2,,,,,,,False,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,P348,,2 Electric,,,,,,,,3H,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,2,6DB25F:D44D:10:30:Ronal,,,No,,,,11,,Light,,10/18/21 at 8:44 PM - HFC  by me,2 Electric #,,,,3H-6,,,,,,,False,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,P342,,2 Electric,,,,,,,,3G,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,3,5E839A:D44B:10:30:Ronal,,,No,,,,11,,Light,,10/18/21 at 8:44 PM - HFC  by me,2 Electric #,,,,3G-6,,,,,,,False,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,2 Electric,,,,,,,,1Q,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,4,1AE64C:D427:10:30:Ronal,,,No,,,,11,,Light,,10/18/21 at 8:44 PM - HFC  by me,2 Electric #,,,,1Q-6,,,,,,,False,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,2 Electric,,,,,,,,1Q,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,5,7392BD:D425:10:30:Ronal,,,No,,,,11,,Light,,10/18/21 at 8:44 PM - HFC  by me,2 Electric #,,,,1Q-5,,,,,,,False,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,2 Electric,,,,,,,,1P,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,6,874D0E:D423:10:30:Ronal,,,No,,,,11,,Light,,10/18/21 at 8:44 PM - HFC  by me,2 Electric #,,,,1P-6,,,,,,,False,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< LC,141,P337,6/1,2 Electric,1,Encore WRM,596,,R119,,,3G,1,,,,A,,125',,,,,,,Octo 1-E,,Mode 1,,,,,MT1-ML6,,,,,NO,,,LC,,10L,+19,ZM 36,,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,21',10',0',90°,,7,160011:53A8:39:35:Vecto,1949.1.1.0.0,Martin MAC Encore Performance WRM,Yes,6,1,,11,,Moving Light,,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #1,Encore WRM,Encore WRM 596w,Encore WRM 596w,3G-1,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WL,21,160,1/160,2 Electric,2,S4-36,750,,R119,,,1P,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WL,,21L,+19,,,,,C/O Wall,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,19',10',0',180°,,8,3FE8:6711:28:22:Vecto,1116.1.1.0.0,S4-36 750w-Short,Yes,1,160,,11,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #2,S4-36,S4-36 750w,S4-36 750w,1P-1,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WL CC,71,P338,6/39,2 Electric,3,S4 LED-36,171,,R119,,,3G,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,15',,ML6-FPC,,,,,,,,WL,,21L,+19,,,,,C/O Wall,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,18',10',0',180°,,9,165EF2:675F:28:22:Vecto,1115.1.1.0.0,S4 LED-36 Short,Yes,6,39,,11,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #3,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3G-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< C,142,P339,6/49,2 Electric,4,Encore WRM,596,,R119,,,3G,3,,,,A,,15',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,C,,CL,+19,ZM 36,,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"16'-6""",10',0',90°,,10,8A4581:5374:39:35:Vecto,1951.1.1.0.0,Martin MAC Encore Performance WRM,Yes,6,49,,11,,Moving Light,,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #4,Encore WRM,Encore WRM 596w,Encore WRM 596w,3G-3,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worklight,803,S21,1/509,2 Electric,4w,Altman LED,,,,,,WL4,1,,,,A,,,,,"125',10',5'",,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main Tight,None,"14'-9""",10',0',,,11,3D8AEC:F776:24:22:Ronal,2063.1.1.0.0,Worklight,Yes,1,509,,11,,Light,,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #4w,Altman LED,Altman LED,Altman LED,WL4-1,,,,,Worklight,GS Main Tight,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL Wall >,332,161,1/161,2 Electric,5,PAR 64 WFL,1000,"9"" Dropdown",NC,,,1P,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WALL,,,,Top of beam lands at top of top-most gunrack (2nd from DSL),,,,,,,Not,Vertical,,[GP] LX-Overstage,GS Main Tight-Side Purpose,None,"13'-6""",10',0',-90°,,12,299C2A:53C2:39:35:Vecto,1948.1.1.0.0,PAR 64 WFL,Yes,1,161,,11,,Light,PAR 64,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #5,"PAR 64 WFL+9"" Dropdown",PAR 64 WFL 1kW,"PAR 64 WFL+9"" Dropdown 1kW",1P-2,NC,,1,18 lbs,PAR 64 WFL,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,22,162,1/162,2 Electric,6,S4-36,750,,R119,,,1P,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,L,,14L,+19,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"12'-3""",10',0',180°,,13,6F43C5:67AD:28:22:Vecto,1114.1.1.0.0,S4-36 750w-Short,Yes,1,162,,11,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #6,S4-36,S4-36 750w,S4-36 750w,1P-3,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L CC,72,P338,6/87,2 Electric,7,S4 LED-36,171,,R119,,,3G,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,15',,,,,,,,,,L,,14L,+19,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"11'-3""",10',0',180°,,14,2ED578:67FB:28:22:Vecto,1113.1.1.0.0,S4 LED-36 Short,Yes,6,87,,11,,Moving Light,Source 4 19° to 50°,10/29/21 at 8:34 PM - Foc U-D  by me,2 Electric #7,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3G-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< RC,143,P340,6/97,2 Electric,8,Encore WRM,596,,R119,,,3G,4,,,,A,,15',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,RC,,10R,+19,ZM 36,,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"9'-9""",10',0',90°,,15,43E30C:5340:39:35:Vecto,1953.1.1.0.0,Martin MAC Encore Performance WRM,Yes,6,97,,11,,Moving Light,,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #8,Encore WRM,Encore WRM 596w,Encore WRM 596w,3G-4,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARE,631,P338,6/135,2 Electric,9,S4 LED-26,171,,R119,,,3G,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,NO,,,SPARE,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main,None,"7'-6""",10',0',180°,,16,27B669:53F6:39:35:Vecto,1946.1.1.0.0,S4 LED-26 Short,Yes,6,135,,11,,Moving Light,Source 4 19° to 50°,11/10/21 at 5:21 PM - Purp  by me,2 Electric #9,S4 LED-26,S4 LED-26 171w,S4 LED-26 171w,3G-2,R119,,10,38 lbs,S4 LED-26 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,23,163,1/163,2 Electric,10,S4-36,750,,R119,,,1P,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,LC,,7L,+19,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"6'-3""",10',0',180°,,17,336ABA:64BB:28:21:Vecto,1112.1.1.0.0,S4-36 750w-Short,Yes,1,163,,11,,Light,Source 4 19° to 50°,10/29/21 at 8:33 PM - Foc U-D  by me,2 Electric #10,S4-36,S4-36 750w,S4-36 750w,1P-4,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC CC,73,P338,6/145,2 Electric,11,S4 LED-36,171,,R119,,,3G,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,LC,,7L,+19,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"5'-3""",10',0',180°,,18,53D7A1:64EF:28:22:Vecto,1111.1.1.0.0,S4 LED-36 Short,Yes,6,145,,11,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #11,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3G-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< R,144,P341,6/155,2 Electric,12,Encore WRM,596,,R119,,,3G,5,,,,A,,10',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,R,,20R,+19,ZM 36,,,,,C/T top of doors,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"3'-9""",10',0',90°,,19,643495:530C:39:35:Vecto,1955.1.1.0.0,Martin MAC Encore Performance WRM,Yes,6,155,,11,,Moving Light,,11/2/21 at 7:46 PM - HFC  by me,2 Electric #12,Encore WRM,Encore WRM 596w,Encore WRM 596w,3G-5,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C CC,74,P338,6/193,2 Electric,13,S4 LED-36,171,,R119,,,3G,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,,,,C,,CL,+19,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"0'-6""",10',0',180°,,20,4F20E2:63D7:28:21:Vecto,1108.1.1.0.0,S4 LED-36 Short,Yes,6,193,,11,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #13,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3G-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,24,164,1/164,2 Electric,14,S4-36,750,,R119,,,1P,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C,,CL,+19,,,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"0'-6""",10',0',180°,,21,93A291:63BD:28:21:Vecto,1109.1.1.0.0,S4-36 750w-Short,Yes,1,164,,11,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - XCoord  by Vectorworks,2 Electric #14,S4-36,S4-36 750w,S4-36 750w,1P-5,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
